"ISSN","Título","Área de Avaliação","Estrato"
"1557-7708","JOURNAL OF ALTERNATIVE & COMPLEMENTARY MEDICINE","MEDICINA II                                       ","B2"
"1387-2877","JOURNAL OF ALZHEIMER'S DISEASE","MEDICINA II                                       ","A2"
"0146-4760","JOURNAL OF ANALYTICAL TOXICOLOGY","MEDICINA II                                       ","B1"
"0021-8782","JOURNAL OF ANATOMY (PRINT)","MEDICINA II                                       ","B1"
"2329-8731","JOURNAL OF ANCIENT DISEASES & PREVENTIVE REMEDIES","MEDICINA II                                       ","B5"
"1460-2091","JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY (ONLINE)","MEDICINA II                                       ","A1"
"0305-7453","JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY (PRINT)","MEDICINA II                                       ","A1"
"1948-5964","JOURNAL OF ANTIVIRALS AND ANTIRETROVIRALS","MEDICINA II                                       ","B3"
"0887-6185","JOURNAL OF ANXIETY DISORDERS","MEDICINA II                                       ","B1"
"1065-8483","JOURNAL OF APPLIED BIOMECHANICS","MEDICINA II                                       ","B2"
"1214-021X","JOURNAL OF APPLIED BIOMEDICINE","MEDICINA II                                       ","B1"
"1526-9914","JOURNAL OF APPLIED CLINICAL MEDICAL PHYSICS","MEDICINA II                                       ","B2"
"0021-891X","JOURNAL OF APPLIED ELECTROCHEMISTRY","MEDICINA II                                       ","B1"
"1234-1983","JOURNAL OF APPLIED GENETICS","MEDICINA II                                       ","B1"
"1364-5072","JOURNAL OF APPLIED MICROBIOLOGY (PRINT)","MEDICINA II                                       ","B1"
"1678-7757","JOURNAL OF APPLIED ORAL SCIENCE (IMPRESSO)","MEDICINA II                                       ","B2"
"1678-7765","JOURNAL OF APPLIED ORAL SCIENCE (ONLINE)","MEDICINA II                                       ","B2"
"2231-3354","JOURNAL OF APPLIED PHARMACEUTICAL SCIENCE","MEDICINA II                                       ","B3"
"0921-8971","JOURNAL OF APPLIED PHYCOLOGY","MEDICINA II                                       ","B1"
"0021-8979","JOURNAL OF APPLIED PHYSICS","MEDICINA II                                       ","B1"
"1522-1601","JOURNAL OF APPLIED PHYSIOLOGY","MEDICINA II                                       ","A2"
"8750-7587","JOURNAL OF APPLIED PHYSIOLOGY (1985)","MEDICINA II                                       ","A2"
"1099-1263","JOURNAL OF APPLIED TOXICOLOGY (ONLINE)","MEDICINA II                                       ","A2"
"2167-7921","JOURNAL OF ARTHRITIS","MEDICINA II                                       ","B5"
"1058-0468","JOURNAL OF ASSISTED REPRODUCTION AND GENETICS","MEDICINA II                                       ","B1"
"1340-3478","JOURNAL OF ATHEROSCLEROSIS AND THROMBOSIS","MEDICINA II                                       ","B1"
"1062-6050","JOURNAL OF ATHLETIC TRAINING","MEDICINA II                                       ","B1"
"1087-0547","JOURNAL OF ATTENTION DISORDERS","MEDICINA II                                       ","A2"
"0162-3257","JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS","MEDICINA II                                       ","A2"
"1573-3432","JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS (DORDRECHT ONLINE)","MEDICINA II                                       ","A2"
"0896-8411","Journal of Autoimmunity","MEDICINA II                                       ","A1"
"1053-8127","JOURNAL OF BACK AND MUSCULOSKELETAL REHABILITATION","MEDICINA II                                       ","B3"
"0021-9193","JOURNAL OF BACTERIOLOGY (PRINT)","MEDICINA II                                       ","A2"
"0233-111X","JOURNAL OF BASIC MICROBIOLOGY","MEDICINA II                                       ","B2"
"2160-5866","JOURNAL OF BEHAVIORAL AND BRAIN SCIENCE","MEDICINA II                                       ","B5"
"0145-479X","JOURNAL OF BIOENERGETICS AND BIOMEMBRANES","MEDICINA II                                       ","B1"
"0975-0851","JOURNAL OF BIOEQUIVALENCE & BIOAVAILABILITY","MEDICINA II                                       ","B3"
"0021-9258","JOURNAL OF BIOLOGICAL CHEMISTRY","MEDICINA II                                       ","A1"
"0393-974X","JOURNAL OF BIOLOGICAL REGULATORS & HOMEOSTATIC AGENTS (TESTO STAMPATO)","MEDICINA II                                       ","B2"
"0748-7304","JOURNAL OF BIOLOGICAL RHYTHMS","MEDICINA II                                       ","A2"
"1812-5719","JOURNAL OF BIOLOGICAL SCIENCES (FAISALABAD)","MEDICINA II                                       ","B3"
"0885-3282","JOURNAL OF BIOMATERIALS APPLICATIONS","MEDICINA II                                       ","B1"
"1925-4008","JOURNAL OF BIOMEDICAL GRAPHICS AND COMPUTING","MEDICINA II                                       ","B5"
"1925-4016","JOURNAL OF BIOMEDICAL GRAPHICS AND COMPUTING","MEDICINA II                                       ","B5"
"1549-3296","JOURNAL OF BIOMEDICAL MATERIALS RESEARCH. PART A","MEDICINA II                                       ","A2"
"1552-4973","JOURNAL OF BIOMEDICAL MATERIALS RESEARCH. PART B, APPLIED BIOMATERIALS","MEDICINA II                                       ","A2"
"1550-7033","JOURNAL OF BIOMEDICAL NANOTECHNOLOGY","MEDICINA II                                       ","A2"
"1083-3668","JOURNAL OF BIOMEDICAL OPTICS","MEDICINA II                                       ","B1"
"1423-0127","JOURNAL OF BIOMEDICAL SCIENCE","MEDICINA II                                       ","A2"
"1110-7243","JOURNAL OF BIOMEDICINE AND BIOTECHNOLOGY","MEDICINA II                                       ","B4"
"2153-036X","JOURNAL OF BIOPHYSICAL CHEMISTRY (PRINT)","MEDICINA II                                       ","B5"
"2327-5081","JOURNAL OF BIOSCIENCES AND MEDICINES","MEDICINA II                                       ","B5"
"0168-1656","JOURNAL OF BIOTECHNOLOGY","MEDICINA II                                       ","B1"
"2155-9864","JOURNAL OF BLOOD DISORDERS & TRANSFUSION","MEDICINA II                                       ","B5"
"1360-8592","JOURNAL OF BODYWORK AND MOVEMENT THERAPIES","MEDICINA II                                       ","B2"
"1535-1386","JOURNAL OF BONE AND JOINT SURGERY. AMERICAN VOLUME (ONLINE)","MEDICINA II                                       ","A2"
"0301-620X","JOURNAL OF BONE AND JOINT SURGERY. BRITISH VOLUME (PRINT)","MEDICINA II                                       ","B4"
"0914-8779","Journal of Bone and Mineral Metabolism","MEDICINA II                                       ","B1"
"0914-8779","JOURNAL OF BONE AND MINERAL METABOLISM (ENGLISH ED. PRINT)","MEDICINA II                                       ","B1"
"0884-0431","JOURNAL OF BONE AND MINERAL RESEARCH","MEDICINA II                                       ","A1"
"1559-047X","JOURNAL OF BURN CARE & RESEARCH","MEDICINA II                                       ","B2"
"0171-5216","JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY","MEDICINA II                                       ","A2"
"0973-1482","JOURNAL OF CANCER RESEARCH AND THERAPEUTICS","MEDICINA II                                       ","B3"
"1948-5956","JOURNAL OF CANCER SCIENCE & THERAPY","MEDICINA II                                       ","B3"
"2329-5872","JOURNAL OF CANCER STEM CELL RESEARCH","MEDICINA II                                       ","B5"
"2151-1942","JOURNAL OF CANCER THERAPY","MEDICINA II                                       ","B5"
"2151-1934","JOURNAL OF CANCER THERAPY (PRINT)","MEDICINA II                                       ","B5"
"1071-9164","JOURNAL OF CARDIAC FAILURE","MEDICINA II                                       ","A2"
"1932-7501","JOURNAL OF CARDIOPULMONARY REHABILITATION AND PREVENTION","MEDICINA II                                       ","B1"
"1934-5925","JOURNAL OF CARDIOVASCULAR COMPUTED TOMOGRAPHY","MEDICINA II                                       ","A2"
"1532-429X","JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","MEDICINA II                                       ","A1"
"1097-6647","JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","MEDICINA II                                       ","A1"
"0160-2446","JOURNAL OF CARDIOVASCULAR PHARMACOLOGY","MEDICINA II                                       ","B1"
"1074-2484","JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS","MEDICINA II                                       ","B1"
"2157-7013","JOURNAL OF CELL SCIENCE & THERAPY","MEDICINA II                                       ","B5"
"1582-1838","JOURNAL OF CELLULAR AND MOLECULAR MEDICINE (PRINT)","MEDICINA II                                       ","A1"
"1097-4644","JOURNAL OF CELLULAR BIOCHEMISTRY","MEDICINA II                                       ","A2"
"0730-2312","JOURNAL OF CELLULAR BIOCHEMISTRY (PRINT)","MEDICINA II                                       ","A2"
"0021-9541","JOURNAL OF CELLULAR PHYSIOLOGY (PRINT)","MEDICINA II                                       ","A2"
"0271-678X","JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM","MEDICINA II                                       ","A1"
"1520-5134","JOURNAL OF CHEMICAL & ENGINEERING DATA (ONLINE)","MEDICINA II                                       ","B1"
"0975-7384","JOURNAL OF CHEMICAL AND PHARMACEUTICAL RESEARCH","MEDICINA II                                       ","B4"
"0891-0618","JOURNAL OF CHEMICAL NEUROANATOMY","MEDICINA II                                       ","B1"
"0268-2575","JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY (1986)","MEDICINA II                                       ","B1"
"2090-9063","JOURNAL OF CHEMISTRY","MEDICINA II                                       ","B3"
"1934-7375","JOURNAL OF CHEMISTRY AND CHEMICAL ENGINEERING","MEDICINA II                                       ","B5"
"1120-009X","JOURNAL OF CHEMOTHERAPY (TESTO STAMPATO)","MEDICINA II                                       ","B2"
"1044-5463","JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY","MEDICINA II                                       ","B1"
"0883-0738","JOURNAL OF CHILD NEUROLOGY","MEDICINA II                                       ","B2"
"0021-9630","JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY AND ALLIED DISCIPLINES (PRINT)","MEDICINA II                                       ","A1"
"0021-9673","JOURNAL OF CHROMATOGRAPHY (PRINT)","MEDICINA II                                       ","A2"
"1570-0232","JOURNAL OF CHROMATOGRAPHY. B (PRINT)","MEDICINA II                                       ","B1"
"2155-9899","JOURNAL OF CLINICAL & CELLULAR IMMUNOLOGY","MEDICINA II                                       ","B5"
"2155-9880","JOURNAL OF CLINICAL & EXPERIMENTAL CARDIOLOGY","MEDICINA II                                       ","B4"
"2155-9554","JOURNAL OF CLINICAL & EXPERIMENTAL DERMATOLOGY RESEARCH","MEDICINA II                                       ","B5"
"1989-5488","JOURNAL OF CLINICAL AND EXPERIMENTAL DENTISTRY","MEDICINA II                                       ","B3"
"2225-0719","JOURNAL OF CLINICAL AND TRANSLATIONAL HEPATOLOGY","MEDICINA II                                       ","B4"
"0952-8180","JOURNAL OF CLINICAL ANESTHESIA","MEDICINA II                                       ","B2"
"2165-7920","JOURNAL OF CLINICAL CASE REPORTS","MEDICINA II                                       ","B5"
"1537-4416","JOURNAL OF CLINICAL CHILD AND ADOLESCENT PSYCHOLOGY (PRINT)","MEDICINA II                                       ","A2"
"1094-6950","JOURNAL OF CLINICAL DENSITOMETRY","MEDICINA II                                       ","A2"
"0895-4356","JOURNAL OF CLINICAL EPIDEMIOLOGY","MEDICINA II                                       ","A1"
"0192-0790","JOURNAL OF CLINICAL GASTROENTEROLOGY","MEDICINA II                                       ","A2"
"2210-8335","JOURNAL OF CLINICAL GERONTOLOGY AND GERIATRICS","MEDICINA II                                       ","B3"
"0271-9142","JOURNAL OF CLINICAL IMMUNOLOGY","MEDICINA II                                       ","A2"
"0887-8013","Journal of Clinical Laboratory Analysis","MEDICINA II                                       ","B2"
"0887-8013","JOURNAL OF CLINICAL LABORATORY ANALYSIS (PRINT)","MEDICINA II                                       ","B2"
"1933-2874","JOURNAL OF CLINICAL LIPIDOLOGY","MEDICINA II                                       ","A1"
"1918-3003","JOURNAL OF CLINICAL MEDICINE RESEARCH","MEDICINA II                                       ","B5"
"1098-660X","JOURNAL OF CLINICAL MICROBIOLOGY","MEDICINA II                                       ","A2"
"0095-1137","Journal of Clinical Microbiology","MEDICINA II                                       ","A2"
"1098-660X","Journal of Clinical Microbiology (online)","MEDICINA II                                       ","A2"
"0095-1137","JOURNAL OF CLINICAL MICROBIOLOGY (PRINT)","MEDICINA II                                       ","A2"
"0967-5868","JOURNAL OF CLINICAL NEUROSCIENCE","MEDICINA II                                       ","B2"
"0962-1067","JOURNAL OF CLINICAL NURSING (PRINT)","MEDICINA II                                       ","B2"
"0732-183X","JOURNAL OF CLINICAL ONCOLOGY","MEDICINA II                                       ","A1"
"0021-9746","JOURNAL OF CLINICAL PATHOLOGY","MEDICINA II                                       ","A2"
"0303-6979","JOURNAL OF CLINICAL PERIODONTOLOGY","MEDICINA II                                       ","A1"
"0091-2700","JOURNAL OF CLINICAL PHARMACOLOGY","MEDICINA II                                       ","B1"
"0269-4727","JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS (PRINT)","MEDICINA II                                       ","B1"
"0021-9762","JOURNAL OF CLINICAL PSYCHOLOGY (PRINT)","MEDICINA II                                       ","B1"
"0271-0749","JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY","MEDICINA II                                       ","A2"
"1076-1608","JOURNAL OF CLINICAL RHEUMATOLOGY","MEDICINA II                                       ","B2"
"1550-9389","JOURNAL OF CLINICAL SLEEP MEDICINE","MEDICINA II                                       ","B1"
"2161-0495","JOURNAL OF CLINICAL TOXICOLOGY (OPEN ACCESS)","MEDICINA II                                       ","B5"
"2167-0870","JOURNAL OF CLINICAL TRIALS","MEDICINA II                                       ","B5"
"1386-6532","JOURNAL OF CLINICAL VIROLOGY","MEDICINA II                                       ","B1"
"2237-9363","JOURNAL OF COLOPROCTOLOGY (RIO DE JANEIRO. IMPRESSO)","MEDICINA II                                       ","B3"
"1868-310X","JOURNAL OF COMMUNITY GENETICS","MEDICINA II                                       ","B1"
"1868-6001","JOURNAL OF COMMUNITY GENETICS","MEDICINA II                                       ","B1"
"0094-5145","JOURNAL OF COMMUNITY HEALTH","MEDICINA II                                       ","B2"
"0021-9967","JOURNAL OF COMPARATIVE NEUROLOGY (1911)","MEDICINA II                                       ","A2"
"0021-9975","JOURNAL OF COMPARATIVE PATHOLOGY","MEDICINA II                                       ","B2"
"0363-8715","JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY","MEDICINA II                                       ","B2"
"1362-0886","JOURNAL OF CONFERENCE ABSTRACTS","MEDICINA II                                       ","B5"
"0972-0707","JOURNAL OF CONSERVATIVE DENTISTRY","MEDICINA II                                       ","B2"
